 years months days precipitation
13619 1997 4 15 28.5
13620 1997 4 16 0.0
13621 1997 4 17 0.0
13622 1997 4 18 0.0
13623 1997 4 19 0.3
13624 1997 4 20 0.0
13625 1997 4 21 1.5
13626 1997 4 22 16.6
13627 1997 4 23 0.0
13628 1997 4 24 5.6
13629 1997 4 25 0.0
13630 1997 4 26 5.4
13631 1997 4 27 0.0
13632 1997 4 28 0.0
13633 1997 4 29 10.6
13634 1997 4 30 0.0
13635 1997 5 1 1.6
13636 1997 5 2 0.0
13637 1997 5 3 56.0
13638 1997 5 4 0.0
13639 1997 5 5 0.2
13640 1997 5 6 1.8
13641 1997 5 7 0.4
13642 1997 5 8 0.0
13643 1997 5 9 9.5
13644 1997 5 10 0.0
13645 1997 5 11 0.0
13646 1997 5 12 0.0
13647 1997 5 13 0.0
13648 1997 5 14 0.0
13649 1997 5 15 0.0
13650 1997 5 16 0.0
13651 1997 5 17 4.0
13652 1997 5 18 0.4
13653 1997 5 19 0.7
13654 1997 5 20 32.0
13655 1997 5 21 0.0
13656 1997 5 22 21.9
13657 1997 5 23 0.0
13658 1997 5 24 2.0
13659 1997 5 25 0.0
13660 1997 5 26 0.0
13661 1997 5 27 2.6
13662 1997 5 28 0.0
13663 1997 5 29 1.2
13664 1997 5 30 0.0
13665 1997 5 31 2.0
13666 1997 6 1 4.2
13667 1997 6 2 20.4
13668 1997 6 3 47.9
13669 1997 6 4 48.5
13670 1997 6 5 0.0
13671 1997 6 6 0.0
13672 1997 6 7 0.0
13673 1997 6 8 0.0
13674 1997 6 9 12.8
13675 1997 6 10 1.2
13676 1997 6 11 28.3
13677 1997 6 12 13.0
13678 1997 6 13 0.0
13679 1997 6 14 31.1
13680 1997 6 15 52.0
13681 1997 6 16 3.1
13682 1997 6 17 11.3
13683 1997 6 18 0.0
13684 1997 6 19 28.6
13685 1997 6 20 0.0
13686 1997 6 21 0.0
13687 1997 6 22 7.4
13688 1997 6 23 1.8
13689 1997 6 24 0.0
13690 1997 6 25 5.0
13691 1997 6 26 11.6
13692 1997 6 27 0.0
13693 1997 6 28 0.0
13694 1997 6 29 0.0
13695 1997 6 30 1.3
13696 1997 7 1 16.2
13697 1997 7 2 3.0
13698 1997 7 3 2.0
13699 1997 7 4 0.0
13700 1997 7 5 0.0
13701 1997 7 6 0.0
13702 1997 7 7 0.0
13703 1997 7 8 0.0
13704 1997 7 9 0.0
13705 1997 7 10 0.1
13706 1997 7 11 24.0
13707 1997 7 12 0.0
13708 1997 7 13 0.0
13709 1997 7 14 0.0
13710 1997 7 15 0.0
13711 1997 7 16 0.0
13712 1997 7 17 0.0
13713 1997 7 18 0.0
13714 1997 7 19 0.0
13715 1997 7 20 0.0
13716 1997 7 21 1.8
13717 1997 7 22 0.0
13718 1997 7 23 0.0
13719 1997 7 24 0.2
13720 1997 7 25 0.6
13721 1997 7 26 0.0
13722 1997 7 27 0.0
13723 1997 7 28 0.0
13724 1997 7 29 1.6
13725 1997 7 30 11.3
13726 1997 7 31 0.0
13727 1997 8 1 0.8
13728 1997 8 2 0.0
13729 1997 8 3 0.0
13730 1997 8 4 0.4
13731 1997 8 5 0.0
13732 1997 8 6 0.0
13733 1997 8 7 0.0
13734 1997 8 8 0.0
13735 1997 8 9 0.0
13736 1997 8 10 0.0
13737 1997 8 11 0.0
13738 1997 8 12 0.0
13739 1997 8 13 0.0
13740 1997 8 14 0.0
13741 1997 8 15 7.8
13742 1997 8 16 0.0
13743 1997 8 17 0.6
13744 1997 8 18 0.0
13745 1997 8 19 0.0
13746 1997 8 20 0.0
13747 1997 8 21 0.1
13748 1997 8 22 0.0
13749 1997 8 23 31.0
13750 1997 8 24 3.2
13751 1997 8 25 0.0
13752 1997 8 26 0.0
13753 1997 8 27 0.0
13754 1997 8 28 0.1
13755 1997 8 29 0.0
13756 1997 8 30 0.0
13757 1997 8 31 0.0
13758 1997 9 1 0.0
13759 1997 9 2 0.0
13760 1997 9 3 0.0
13761 1997 9 4 0.0
13762 1997 9 5 0.3
13763 1997 9 6 52.2
13764 1997 9 7 10.8
13765 1997 9 8 0.0
13766 1997 9 9 0.0
13767 1997 9 10 20.5
13768 1997 9 11 1.0
13769 1997 9 12 0.0
13770 1997 9 13 0.8
13771 1997 9 14 0.0
13772 1997 9 15 1.0
13773 1997 9 16 0.0
13774 1997 9 17 1.0
13775 1997 9 18 0.0
13776 1997 9 19 0.2
13777 1997 9 20 0.0
13778 1997 9 21 0.0
13779 1997 9 22 0.0
13780 1997 9 23 32.4
13781 1997 9 24 26.9
13782 1997 9 25 10.2
13783 1997 9 26 0.0
13784 1997 9 27 21.9
13785 1997 9 28 0.0
13786 1997 9 29 8.4
13787 1997 9 30 0.6
13788 1997 10 1 0.0
13789 1997 10 2 0.0
13790 1997 10 3 0.0
13791 1997 10 4 0.0
13792 1997 10 5 33.1
13793 1997 10 6 3.1
13794 1997 10 7 0.0
13795 1997 10 8 0.0
13796 1997 10 9 2.6
13797 1997 10 10 0.0
13798 1997 10 11 0.0
13799 1997 10 12 0.0
13800 1997 10 13 4.2
13801 1997 10 14 0.0
13802 1997 10 15 0.0
13803 1997 10 16 0.0
13804 1997 10 17 0.0
13805 1997 10 18 2.6
13806 1997 10 19 0.0
13807 1997 10 20 0.1
13808 1997 10 21 0.0
13809 1997 10 22 14.0
13810 1997 10 23 6.5
13811 1997 10 24 0.4
13812 1997 10 25 0.0
13813 1997 10 26 13.2
13814 1997 10 27 0.0
13815 1997 10 28 0.0
13816 1997 10 29 18.8
13817 1997 10 30 0.0
13818 1997 10 31 2.1
13819 1997 11 1 2.4
13820 1997 11 2 0.0
13821 1997 11 3 0.0
13822 1997 11 4 0.0
13823 1997 11 5 0.0
13824 1997 11 6 39.0
13825 1997 11 7 0.0
13826 1997 11 8 10.6
13827 1997 11 9 0.0
13828 1997 11 10 0.0
13829 1997 11 11 0.0
13830 1997 11 12 0.0
13831 1997 11 13 0.0
13832 1997 11 14 4.5
13833 1997 11 15 0.0
13834 1997 11 16 0.0
13835 1997 11 17 0.0
13836 1997 11 18 0.0
13837 1997 11 19 1.6
13838 1997 11 20 0.0
13839 1997 11 21 33.5
13840 1997 11 22 0.0
13841 1997 11 23 0.0
13842 1997 11 24 0.0
13843 1997 11 25 0.0
13844 1997 11 26 11.5
13845 1997 11 27 2.4
13846 1997 11 28 0.0
13847 1997 11 29 0.4
13848 1997 11 30 0.0
13849 1997 12 1 0.0
13850 1997 12 2 0.0
13851 1997 12 3 0.0
13852 1997 12 4 0.0
13853 1997 12 5 0.0
13854 1997 12 6 0.0
13855 1997 12 7 4.5
13856 1997 12 8 5.7
13857 1997 12 9 7.0
13858 1997 12 10 20.1
13859 1997 12 11 0.0
13860 1997 12 12 0.0
13861 1997 12 13 3.2
13862 1997 12 14 0.0
13863 1997 12 15 0.0
13864 1997 12 16 0.0
13865 1997 12 17 0.0
13866 1997 12 18 0.0
13867 1997 12 19 0.0
13868 1997 12 20 0.0
13869 1997 12 21 0.0
13870 1997 12 22 0.0
13871 1997 12 23 0.0
13872 1997 12 24 0.0
13873 1997 12 25 0.0
13874 1997 12 26 0.0
13875 1997 12 27 0.0
13876 1997 12 28 0.0
13877 1997 12 29 0.0
13878 1997 12 30 0.0
13879 1997 12 31 0.0
13880 1998 1 1 0.0
13881 1998 1 2 0.0
13882 1998 1 3 0.0
13883 1998 1 4 0.0
13884 1998 1 5 0.1
13885 1998 1 6 0.0
13886 1998 1 7 0.0
13887 1998 1 8 0.0
13888 1998 1 9 0.0
13889 1998 1 10 0.0
13890 1998 1 11 0.0
13891 1998 1 12 0.0
13892 1998 1 13 0.0
13893 1998 1 14 0.0
13894 1998 1 15 0.0
13895 1998 1 16 0.0
13896 1998 1 17 0.0
13897 1998 1 18 0.0
13898 1998 1 19 0.0
13899 1998 1 20 0.0
13900 1998 1 21 0.0
13901 1998 1 22 0.0
13902 1998 1 23 0.0
13903 1998 1 24 0.0
13904 1998 1 25 0.0
13905 1998 1 26 0.0
13906 1998 1 27 0.0
13907 1998 1 28 0.0
13908 1998 1 29 12.9
13909 1998 1 30 0.0
13910 1998 1 31 0.0
13911 1998 2 1 0.0
13912 1998 2 2 0.0
13913 1998 2 3 0.0
13914 1998 2 4 0.0
13915 1998 2 5 0.9
13916 1998 2 6 0.0
13917 1998 2 7 0.0
13918 1998 2 8 0.0
13919 1998 2 9 15.2
13920 1998 2 10 5.4
13921 1998 2 11 0.0
13922 1998 2 12 4.8
13923 1998 2 13 0.0
13924 1998 2 14 0.0
13925 1998 2 15 0.0
13926 1998 2 16 0.0
13927 1998 2 17 0.0
13928 1998 2 18 0.0
13929 1998 2 19 0.0
13930 1998 2 20 0.0
13931 1998 2 21 0.0
13932 1998 2 22 0.0
13933 1998 2 23 0.0
13934 1998 2 24 0.0
13935 1998 2 25 0.0
13936 1998 2 26 0.0
13937 1998 2 27 0.0
13938 1998 2 28 0.0
13939 1998 3 1 0.0
13940 1998 3 2 0.0
13941 1998 3 3 0.0
13942 1998 3 4 0.0
13943 1998 3 5 0.0
13944 1998 3 6 0.0
13945 1998 3 7 0.0
13946 1998 3 8 0.0
13947 1998 3 9 0.0
13948 1998 3 10 0.0
13949 1998 3 11 0.0
13950 1998 3 12 0.4
13951 1998 3 13 4.4
13952 1998 3 14 0.0
13953 1998 3 15 0.0
13954 1998 3 16 3.6
13955 1998 3 17 0.0
13956 1998 3 18 0.0
13957 1998 3 19 0.0
13958 1998 3 20 18.1
13959 1998 3 21 0.0
13960 1998 3 22 0.0
13961 1998 3 23 0.0
13962 1998 3 24 0.0
13963 1998 3 25 0.0
13964 1998 3 26 1.2
13965 1998 3 27 54.0
13966 1998 3 28 5.1
13967 1998 3 29 0.0
13968 1998 3 30 7.0
13969 1998 3 31 0.0
13970 1998 4 1 1.2
13971 1998 4 2 39.8
13972 1998 4 3 0.0
13973 1998 4 4 0.0
13974 1998 4 5 0.0
13975 1998 4 6 0.0
13976 1998 4 7 0.0
13977 1998 4 8 0.0
13978 1998 4 9 0.0
13979 1998 4 10 0.8
13980 1998 4 11 0.0
13981 1998 4 12 18.4
13982 1998 4 13 0.0
13983 1998 4 14 0.0
13984 1998 4 15 0.0
13985 1998 4 16 0.0
13986 1998 4 17 0.0
13987 1998 4 18 0.0
13988 1998 4 19 1.2
13989 1998 4 20 0.0
13990 1998 4 21 0.0
13991 1998 4 22 20.2
13992 1998 4 23 0.0
13993 1998 4 24 0.0
13994 1998 4 25 0.0
13995 1998 4 26 0.0
13996 1998 4 27 14.1
13997 1998 4 28 11.2
13998 1998 4 29 1.6
13999 1998 4 30 0.0
14000 1998 5 1 0.3
14001 1998 5 2 0.0
14002 1998 5 3 3.2
14003 1998 5 4 10.0
14004 1998 5 5 6.6
14005 1998 5 6 16.6
14006 1998 5 7 12.5
14007 1998 5 8 0.0
14008 1998 5 9 0.0
14009 1998 5 10 62.8
14010 1998 5 11 0.0
14011 1998 5 12 0.0
14012 1998 5 13 8.2
14013 1998 5 14 0.0
14014 1998 5 15 0.0
14015 1998 5 16 0.5
14016 1998 5 17 0.0
14017 1998 5 18 0.0
14018 1998 5 19 14.8
14019 1998 5 20 0.0
14020 1998 5 21 0.0
14021 1998 5 22 0.0
14022 1998 5 23 0.2
14023 1998 5 24 0.0
14024 1998 5 25 0.0
14025 1998 5 26 0.0
14026 1998 5 27 0.0
14027 1998 5 28 0.0
14028 1998 5 29 2.4
14029 1998 5 30 34.2
14030 1998 5 31 0.0
14031 1998 6 1 1.5
14032 1998 6 2 0.0
14033 1998 6 3 4.4
14034 1998 6 4 1.4
14035 1998 6 5 5.9
14036 1998 6 6 0.0
14037 1998 6 7 0.0
14038 1998 6 8 0.0
14039 1998 6 9 0.0
14040 1998 6 10 0.0
14041 1998 6 11 0.0
14042 1998 6 12 0.0
14043 1998 6 13 0.0
14044 1998 6 14 34.0
14045 1998 6 15 0.0
14046 1998 6 16 0.0
14047 1998 6 17 0.0
14048 1998 6 18 62.1
14049 1998 6 19 0.0
14050 1998 6 20 35.9
14051 1998 6 21 6.8
14052 1998 6 22 1.0
14053 1998 6 23 0.0
14054 1998 6 24 0.0
14055 1998 6 25 4.6
14056 1998 6 26 0.0
14057 1998 6 27 33.2
14058 1998 6 28 22.6
14059 1998 6 29 1.5
14060 1998 6 30 0.0
14061 1998 7 1 12.8
14062 1998 7 2 2.6
14063 1998 7 3 0.0
14064 1998 7 4 0.0
14065 1998 7 5 0.0
14066 1998 7 6 0.0
14067 1998 7 7 0.0
14068 1998 7 8 0.0
14069 1998 7 9 0.0
14070 1998 7 10 0.8
14071 1998 7 11 1.2
14072 1998 7 12 2.8
14073 1998 7 13 0.0
14074 1998 7 14 0.0
14075 1998 7 15 0.0
14076 1998 7 16 2.1
14077 1998 7 17 0.0
14078 1998 7 18 0.0
14079 1998 7 19 0.4
14080 1998 7 20 7.8
14081 1998 7 21 7.8
14082 1998 7 22 0.0
14083 1998 7 23 0.0
14084 1998 7 24 0.0
14085 1998 7 25 0.0
14086 1998 7 26 0.0
14087 1998 7 27 0.0
14088 1998 7 28 0.0
14089 1998 7 29 0.0
14090 1998 7 30 0.0
14091 1998 7 31 0.0
14092 1998 8 1 1.3
14093 1998 8 2 0.9
14094 1998 8 3 0.0
14095 1998 8 4 0.0
14096 1998 8 5 0.3
14097 1998 8 6 0.0
14098 1998 8 7 0.0
14099 1998 8 8 0.0
14100 1998 8 9 0.0
14101 1998 8 10 27.8
14102 1998 8 11 0.4
14103 1998 8 12 0.2
14104 1998 8 13 2.2
14105 1998 8 14 0.1
14106 1998 8 15 1.1
14107 1998 8 16 0.0
14108 1998 8 17 0.0
14109 1998 8 18 6.2
14110 1998 8 19 2.1
14111 1998 8 20 0.0
14112 1998 8 21 0.0
14113 1998 8 22 0.5
14114 1998 8 23 0.0
14115 1998 8 24 0.0
14116 1998 8 25 0.0
14117 1998 8 26 0.0
14118 1998 8 27 0.0
14119 1998 8 28 0.0
14120 1998 8 29 0.1
14121 1998 8 30 0.0
14122 1998 8 31 0.0
14123 1998 9 1 0.2
14124 1998 9 2 0.0
14125 1998 9 3 0.6
14126 1998 9 4 0.0
14127 1998 9 5 0.0
14128 1998 9 6 0.0
14129 1998 9 7 0.0
14130 1998 9 8 0.0
14131 1998 9 9 0.0
14132 1998 9 10 0.0
14133 1998 9 11 3.4
14134 1998 9 12 0.0
14135 1998 9 13 4.9
14136 1998 9 14 11.8
14137 1998 9 15 0.0
14138 1998 9 16 19.4
14139 1998 9 17 0.0
14140 1998 9 18 0.0
14141 1998 9 19 0.0
14142 1998 9 20 0.0
14143 1998 9 21 2.4
14144 1998 9 22 0.5
14145 1998 9 23 0.0
14146 1998 9 24 8.7
14147 1998 9 25 0.8
14148 1998 9 26 10.4
14149 1998 9 27 0.0
14150 1998 9 28 0.0
14151 1998 9 29 0.4
14152 1998 9 30 0.0
14153 1998 10 1 0.0
14154 1998 10 2 0.0
14155 1998 10 3 0.0
14156 1998 10 4 0.0
14157 1998 10 5 6.2
14158 1998 10 6 0.1
14159 1998 10 7 2.1
14160 1998 10 8 3.0
14161 1998 10 9 0.0
14162 1998 10 10 0.0
14163 1998 10 11 12.8
14164 1998 10 12 44.3
14165 1998 10 13 0.7
14166 1998 10 14 4.4
14167 1998 10 15 0.4
14168 1998 10 16 1.6
14169 1998 10 17 0.0
14170 1998 10 18 13.2
14171 1998 10 19 0.2
14172 1998 10 20 0.0
14173 1998 10 21 0.0
14174 1998 10 22 1.0
14175 1998 10 23 24.3
14176 1998 10 24 0.1
14177 1998 10 25 0.0
14178 1998 10 26 3.8
14179 1998 10 27 2.4
14180 1998 10 28 0.0
14181 1998 10 29 0.0
14182 1998 10 30 0.0
14183 1998 10 31 3.7
14184 1998 11 1 0.0
14185 1998 11 2 0.0
14186 1998 11 3 0.0
14187 1998 11 4 0.6
14188 1998 11 5 0.0
14189 1998 11 6 0.0
14190 1998 11 7 0.0
14191 1998 11 8 0.0
14192 1998 11 9 0.0
14193 1998 11 10 0.0
14194 1998 11 11 0.0
14195 1998 11 12 0.0
14196 1998 11 13 1.8
14197 1998 11 14 4.0
14198 1998 11 15 10.1
14199 1998 11 16 0.0
14200 1998 11 17 0.0
14201 1998 11 18 0.0
14202 1998 11 19 0.0
14203 1998 11 20 2.4
14204 1998 11 21 0.0
14205 1998 11 22 0.0
14206 1998 11 23 0.4
14207 1998 11 24 0.0
14208 1998 11 25 5.6
14209 1998 11 26 0.0
14210 1998 11 27 6.0
14211 1998 11 28 0.0
14212 1998 11 29 0.0
14213 1998 11 30 0.0
14214 1998 12 1 0.0
14215 1998 12 2 0.0
14216 1998 12 3 0.0
14217 1998 12 4 0.0
14218 1998 12 5 0.0
14219 1998 12 6 0.0
14220 1998 12 7 0.0
14221 1998 12 8 9.2
14222 1998 12 9 0.0
14223 1998 12 10 0.0
14224 1998 12 11 0.0
14225 1998 12 12 0.0
14226 1998 12 13 0.0
14227 1998 12 14 0.0
14228 1998 12 15 0.0
14229 1998 12 16 0.0
14230 1998 12 17 0.0
14231 1998 12 18 0.0
14232 1998 12 19 0.0
14233 1998 12 20 0.0
14234 1998 12 21 0.0
14235 1998 12 22 0.0
14236 1998 12 23 0.0
14237 1998 12 24 0.0
14238 1998 12 25 0.0
14239 1998 12 26 0.0
14240 1998 12 27 0.0
14241 1998 12 28 1.6
14242 1998 12 29 1.6
14243 1998 12 30 0.0
14244 1998 12 31 0.0
14245 1999 1 1 12.8
14246 1999 1 2 0.0
14247 1999 1 3 0.0
14248 1999 1 4 0.0
14249 1999 1 5 9.2
14250 1999 1 6 0.0
14251 1999 1 7 0.0
14252 1999 1 8 0.0
14253 1999 1 9 0.0
14254 1999 1 10 0.0
14255 1999 1 11 0.0
14256 1999 1 12 0.0
14257 1999 1 13 9.8
14258 1999 1 14 0.0
14259 1999 1 15 0.0
14260 1999 1 16 0.0
14261 1999 1 17 0.0
14262 1999 1 18 0.0
14263 1999 1 19 0.0
14264 1999 1 20 0.0
14265 1999 1 21 29.6
14266 1999 1 22 4.8
14267 1999 1 23 4.0
14268 1999 1 24 0.0
14269 1999 1 25 0.0
14270 1999 1 26 0.0
14271 1999 1 27 0.0
14272 1999 1 28 0.0
14273 1999 1 29 0.0
14274 1999 1 30 0.0
14275 1999 1 31 1.6
14276 1999 2 1 0.0
14277 1999 2 2 0.0
14278 1999 2 3 38.0
14279 1999 2 4 0.0
14280 1999 2 5 0.0
14281 1999 2 6 0.0
14282 1999 2 7 0.0
14283 1999 2 8 0.0
14284 1999 2 9 0.0
14285 1999 2 10 0.0
14286 1999 2 11 0.0
14287 1999 2 12 0.0
14288 1999 2 13 0.0
14289 1999 2 14 0.0
14290 1999 2 15 1.4
14291 1999 2 16 0.4
14292 1999 2 17 0.0
14293 1999 2 18 1.0
14294 1999 2 19 0.0
14295 1999 2 20 0.0
14296 1999 2 21 0.0
14297 1999 2 22 0.0
14298 1999 2 23 0.0
14299 1999 2 24 0.0
14300 1999 2 25 0.0
14301 1999 2 26 0.8
14302 1999 2 27 4.4
14303 1999 2 28 0.0
14304 1999 3 1 0.0
14305 1999 3 2 0.0
14306 1999 3 3 0.0
14307 1999 3 4 32.5
14308 1999 3 5 0.0
14309 1999 3 6 0.0
14310 1999 3 7 2.6
14311 1999 3 8 0.0
14312 1999 3 9 0.0
14313 1999 3 10 7.2
14314 1999 3 11 0.0
14315 1999 3 12 6.6
14316 1999 3 13 12.2
14317 1999 3 14 0.0
14318 1999 3 15 0.0
14319 1999 3 16 7.6
14320 1999 3 17 0.0
14321 1999 3 18 22.9
14322 1999 3 19 0.0
14323 1999 3 20 0.0
14324 1999 3 21 0.0
14325 1999 3 22 0.0
14326 1999 3 23 0.1
14327 1999 3 24 0.0
14328 1999 3 25 0.0
14329 1999 3 26 0.0
14330 1999 3 27 0.0
14331 1999 3 28 0.0
14332 1999 3 29 0.0
14333 1999 3 30 0.0
14334 1999 3 31 0.0
14335 1999 4 1 52.6
14336 1999 4 2 0.0
14337 1999 4 3 0.0
14338 1999 4 4 0.0
14339 1999 4 5 0.0
14340 1999 4 6 7.0
14341 1999 4 7 0.0
14342 1999 4 8 0.0
14343 1999 4 9 0.0
14344 1999 4 10 0.0
14345 1999 4 11 0.0
14346 1999 4 12 0.0
14347 1999 4 13 0.0
14348 1999 4 14 0.0
14349 1999 4 15 0.0
14350 1999 4 16 6.0
14351 1999 4 17 19.6
14352 1999 4 18 0.0
14353 1999 4 19 0.0
14354 1999 4 20 0.0
14355 1999 4 21 44.2
14356 1999 4 22 5.8
14357 1999 4 23 0.0
14358 1999 4 24 0.0
14359 1999 4 25 1.2
14360 1999 4 26 41.1
14361 1999 4 27 0.0
14362 1999 4 28 78.0
14363 1999 4 29 0.0
14364 1999 4 30 0.0
14365 1999 5 1 0.0
14366 1999 5 2 0.0
14367 1999 5 3 35.6
14368 1999 5 4 0.0
14369 1999 5 5 0.0
14370 1999 5 6 0.0
14371 1999 5 7 0.0
14372 1999 5 8 0.0
14373 1999 5 9 0.0
14374 1999 5 10 3.9
14375 1999 5 11 0.0
14376 1999 5 12 0.0
14377 1999 5 13 28.8
14378 1999 5 14 44.0
14379 1999 5 15 0.0
14380 1999 5 16 18.0
14381 1999 5 17 0.0
14382 1999 5 18 0.8
14383 1999 5 19 14.6
14384 1999 5 20 3.6
14385 1999 5 21 0.0
14386 1999 5 22 0.0
14387 1999 5 23 0.3
14388 1999 5 24 8.0
14389 1999 5 25 0.2
14390 1999 5 26 0.5
14391 1999 5 27 20.8
14392 1999 5 28 4.8
14393 1999 5 29 1.6
14394 1999 5 30 0.0
14395 1999 5 31 8.6
14396 1999 6 1 0.0
14397 1999 6 2 13.5
14398 1999 6 3 3.4
14399 1999 6 4 24.2
14400 1999 6 5 0.0
14401 1999 6 6 0.0
14402 1999 6 7 0.0
14403 1999 6 8 14.7
14404 1999 6 9 33.8
14405 1999 6 10 0.0
14406 1999 6 11 27.3
14407 1999 6 12 1.7
14408 1999 6 13 0.0
14409 1999 6 14 3.0
14410 1999 6 15 10.1
14411 1999 6 16 0.1
14412 1999 6 17 25.2
14413 1999 6 18 0.0
14414 1999 6 19 30.3
14415 1999 6 20 6.0
14416 1999 6 21 0.0
14417 1999 6 22 10.4
14418 1999 6 23 0.2
14419 1999 6 24 12.8
14420 1999 6 25 0.0
14421 1999 6 26 0.0
14422 1999 6 27 8.6
14423 1999 6 28 0.1
14424 1999 6 29 24.4
14425 1999 6 30 0.0
14426 1999 7 1 4.6
14427 1999 7 2 17.2
14428 1999 7 3 0.0
14429 1999 7 4 0.0
14430 1999 7 5 7.4
14431 1999 7 6 0.0
14432 1999 7 7 4.9
14433 1999 7 8 2.6
14434 1999 7 9 0.2
14435 1999 7 10 0.2
14436 1999 7 11 0.0
14437 1999 7 12 1.0
14438 1999 7 13 3.0
14439 1999 7 14 0.0
14440 1999 7 15 2.0
14441 1999 7 16 1.3
14442 1999 7 17 16.6
14443 1999 7 18 0.2
14444 1999 7 19 0.4
14445 1999 7 20 1.6
14446 1999 7 21 0.4
14447 1999 7 22 2.4
14448 1999 7 23 1.2
14449 1999 7 24 0.8
14450 1999 7 25 11.2
14451 1999 7 26 4.2
14452 1999 7 27 0.0
14453 1999 7 28 30.0
14454 1999 7 29 0.0
14455 1999 7 30 0.0
14456 1999 7 31 0.0
14457 1999 8 1 0.0
14458 1999 8 2 0.0
14459 1999 8 3 0.0
14460 1999 8 4 0.0
14461 1999 8 5 0.0
14462 1999 8 6 0.0
14463 1999 8 7 0.0
14464 1999 8 8 0.0
14465 1999 8 9 0.0
14466 1999 8 10 0.0
14467 1999 8 11 1.7
14468 1999 8 12 0.0
14469 1999 8 13 0.0
14470 1999 8 14 0.0
14471 1999 8 15 0.0
14472 1999 8 16 2.6
14473 1999 8 17 7.2
14474 1999 8 18 16.8
14475 1999 8 19 15.8
14476 1999 8 20 0.0
14477 1999 8 21 6.6
14478 1999 8 22 20.2
14479 1999 8 23 0.0
14480 1999 8 24 11.8
14481 1999 8 25 1.6
14482 1999 8 26 9.0
14483 1999 8 27 26.0
14484 1999 8 28 1.5
14485 1999 8 29 0.0
14486 1999 8 30 36.5
14487 1999 8 31 0.4
14488 1999 9 1 0.0
14489 1999 9 2 0.0
14490 1999 9 3 0.0
14491 1999 9 4 0.0
14492 1999 9 5 0.0
14493 1999 9 6 13.4
14494 1999 9 7 1.8
14495 1999 9 8 0.0
14496 1999 9 9 0.2
14497 1999 9 10 0.0
14498 1999 9 11 0.0
14499 1999 9 12 0.0
14500 1999 9 13 0.0
14501 1999 9 14 0.8
14502 1999 9 15 4.0
14503 1999 9 16 0.0
14504 1999 9 17 90.6
14505 1999 9 18 0.0
14506 1999 9 19 0.0
14507 1999 9 20 26.0
14508 1999 9 21 0.4
14509 1999 9 22 1.3
14510 1999 9 23 4.4
14511 1999 9 24 0.4
14512 1999 9 25 18.3
14513 1999 9 26 1.0
14514 1999 9 27 17.8
14515 1999 9 28 12.0
14516 1999 9 29 0.0
14517 1999 9 30 2.8
14518 1999 10 1 0.0
14519 1999 10 2 0.0
14520 1999 10 3 34.3
14521 1999 10 4 16.6
14522 1999 10 5 0.0
14523 1999 10 6 0.6
14524 1999 10 7 0.6
14525 1999 10 8 8.6
14526 1999 10 9 22.8
14527 1999 10 10 0.0
14528 1999 10 11 1.6
14529 1999 10 12 0.0
14530 1999 10 13 0.0
14531 1999 10 14 0.0
14532 1999 10 15 0.0
14533 1999 10 16 0.0
14534 1999 10 17 4.0
14535 1999 10 18 13.2
14536 1999 10 19 1.0
14537 1999 10 20 0.0
14538 1999 10 21 0.0
14539 1999 10 22 11.5
14540 1999 10 23 43.4
14541 1999 10 24 0.0
14542 1999 10 25 7.6
14543 1999 10 26 3.8
14544 1999 10 27 0.0
14545 1999 10 28 5.0
14546 1999 10 29 0.0
14547 1999 10 30 0.4
14548 1999 10 31 0.6
14549 1999 11 1 0.0
14550 1999 11 2 1.1
14551 1999 11 3 0.0
14552 1999 11 4 32.7
14553 1999 11 5 2.2
14554 1999 11 6 6.7
14555 1999 11 7 0.0
14556 1999 11 8 0.0
14557 1999 11 9 20.0
14558 1999 11 10 0.0
14559 1999 11 11 31.8
14560 1999 11 12 14.8
14561 1999 11 13 0.0
14562 1999 11 14 0.0
14563 1999 11 15 0.0
14564 1999 11 16 0.0
14565 1999 11 17 3.2
14566 1999 11 18 0.0
14567 1999 11 19 0.0
14568 1999 11 20 0.0
14569 1999 11 21 11.0
14570 1999 11 22 8.2
14571 1999 11 23 0.0
14572 1999 11 24 0.0
14573 1999 11 25 0.2
14574 1999 11 26 0.4
14575 1999 11 27 0.0
14576 1999 11 28 0.0
14577 1999 11 29 0.0
14578 1999 11 30 0.0
14579 1999 12 1 0.0
14580 1999 12 2 0.0
14581 1999 12 3 0.0
14582 1999 12 4 0.0
14583 1999 12 5 0.0
14584 1999 12 6 0.0
14585 1999 12 7 0.0
14586 1999 12 8 0.0
14587 1999 12 9 0.0
14588 1999 12 10 0.0
14589 1999 12 11 0.0
14590 1999 12 12 0.0
14591 1999 12 13 0.0
14592 1999 12 14 0.0
14593 1999 12 15 0.0
14594 1999 12 16 0.0
14595 1999 12 17 0.0
14596 1999 12 18 0.0
14597 1999 12 19 0.0
14598 1999 12 20 0.0
14599 1999 12 21 0.0
14600 1999 12 22 0.0
14601 1999 12 23 0.0
14602 1999 12 24 0.0
14603 1999 12 25 0.0
14604 1999 12 26 0.0
14605 1999 12 27 0.0
14606 1999 12 28 0.0
14607 1999 12 29 0.0
14608 1999 12 30 0.0
14609 1999 12 31 0.0
14610 2000 1 1 0.0
14611 2000 1 2 0.0
14612 2000 1 3 0.0
14613 2000 1 4 0.0
14614 2000 1 5 0.0
14615 2000 1 6 0.0
14616 2000 1 7 0.0
14617 2000 1 8 0.0
